PaperCut Print Logger - http://www.papercut.com/
Time,User,Pages,Copies,Printer,Document Name,Client,Paper Size,Language,Height,Width,Duplex,Grayscale,Size
2017-07-17 15:57:48,2156915,1,1,Biblioteca,"RelatoriosExibeResultadoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1705kb,
2017-07-17 15:59:36,2156915,1,1,Biblioteca,"RelatoriosExibeResultadoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1705kb,
2017-07-17 16:00:39,2156915,1,1,Biblioteca,"RelatoriosExibeResultadoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1705kb,
2017-07-17 16:14:10,2151655,1,1,Almoxarifado,"Req. Vinicius Dias 12.pdf",CAPAU-251027,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,705kb,
2017-07-17 17:26:11,2264079,1,1,DAP,"Orçamento (1).xlsx",CAPAU-250998,A4,PCL5,,,NOT DUPLEX,NOT GRAYSCALE,77kb,
2017-07-17 17:39:18,2264079,1,1,DAP,"Instituto Federal do Piauí - Imprimir M...do - Solicitação de Compras ou Serviço",CAPAU-250998,A4,PCL5,,,NOT DUPLEX,NOT GRAYSCALE,158kb,
2017-07-17 17:39:22,2264079,1,1,DAP,"Instituto Federal do Piauí - Imprimir Anexo - Solicitação de Compras ou Serviço",CAPAU-250998,A4,PCL5,,,NOT DUPLEX,NOT GRAYSCALE,227kb,
2017-07-17 17:52:58,2264079,1,1,DAP,"(anonymous)",CAPAU-250998,A4,PCL5,,,NOT DUPLEX,NOT GRAYSCALE,78kb,
2017-07-17 17:54:11,2264079,1,1,DAP,"comprovante_23178.000212-2017-17.pdf",CAPAU-250998,A4,PCL5,,,DUPLEX,NOT GRAYSCALE,54kb,
2017-07-18 08:21:57,2178394,3,1,Biblioteca,"ACFrOgABvz_HhUN1g27TnynGMNDkZQwGAEI7ysW5PUTNr6sCR4qm80mgr7uvb7f3kuEdlLvtrPAxSS2XccGMXcY0V9HKsLDWRfrSXM4Ubg0vj8FQol0RKdwKbimxQak=",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,2362kb,
2017-07-18 08:24:06,2178394,3,1,Biblioteca,"ACFrOgABvz_HhUN1g27TnynGMNDkZQwGAEI7ysW5PUTNr6sCR4qm80mgr7uvb7f3kuEdlLvtrPAxSS2XccGMXcY0V9HKsLDWRfrSXM4Ubg0vj8FQol0RKdwKbimxQak=",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,2353kb,
2017-07-18 08:25:03,2178394,3,1,Biblioteca,"ACFrOgABvz_HhUN1g27TnynGMNDkZQwGAEI7ysW5PUTNr6sCR4qm80mgr7uvb7f3kuEdlLvtrPAxSS2XccGMXcY0V9HKsLDWRfrSXM4Ubg0vj8FQol0RKdwKbimxQak=",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,2353kb,
2017-07-18 09:11:42,2160484,1,1,Coord_Cursos,"Microsoft Word - Documento1",CAPAU-251024,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,15kb,
2017-07-18 09:36:55,2068517,1,1,Coord_Cursos,"Microsoft Word - Documento1",CAPAU-251003,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,15kb,
2017-07-18 09:39:46,2151205,1,1,Coord_Cursos,"Página de teste",CAPAU-251029,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,59kb,
2017-07-18 09:40:30,2151205,1,1,Coord_Cursos,"Página de teste",CAPAU-251029,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,59kb,
2017-07-18 09:41:27,2068517,1,1,Coord_Cursos,"Microsoft Word - Documento1",CAPAU-251003,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,16kb,
2017-07-18 16:25:36,2160484,1,1,Coord_Cursos,"Página de teste",CAPAU-251024,A4,ZJSTREAM,,,NOT DUPLEX,GRAYSCALE,61kb,
2017-07-18 16:42:48,2762200,1,1,Almoxarifado,"Relatórios 80 colunas - B",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1042kb,
2017-07-18 16:50:21,2762200,1,1,Almoxarifado,"Simples Nacional",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,999kb,
2017-07-18 16:51:15,2762200,1,1,Almoxarifado,"certidao_14272952000179.pdf",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1061kb,
2017-07-18 16:51:56,2762200,1,1,Almoxarifado,"consultarSituacaoFornecedor-3.pdf",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1117kb,
2017-07-18 17:05:23,2178304,1,1,Almoxarifado,"capa_23178.000214_2017-14.pdf",CAPAU-251028,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,676kb,
2017-07-18 17:05:45,2178304,1,1,Almoxarifado,"capa_23178.000214_2017-14.pdf",CAPAU-251028,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,787kb,
2017-07-18 17:37:39,2264079,1,1,DAP,"SIASGnet-DC - Divulgar Pedido de Cotação Eletrônica",CAPAU-250998,A4,PCL5,,,NOT DUPLEX,NOT GRAYSCALE,147kb,
2017-07-19 07:57:52,2178304,1,1,Almoxarifado,"Microsoft Word - Despacho timbre - diretor (4)",CAPAU-251028,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,894kb,
2017-07-19 08:39:00,2762200,2,1,Almoxarifado,"Relatórios 80 colunas - B",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1824kb,
2017-07-19 08:48:37,2405883,1,1,Almoxarifado,"13898993000102_ConsutaOptantes.pdf",CAPAU-251006,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,773kb,
2017-07-19 08:48:40,2762200,1,1,Almoxarifado,"consultarSituacaoFornecedor.pdf",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1132kb,
2017-07-19 08:49:26,2405883,1,1,Almoxarifado,"certidao_13898993000102.pdf",CAPAU-251006,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1062kb,
2017-07-19 08:51:28,2762200,1,1,Almoxarifado,"Java Printing",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,730kb,
2017-07-19 08:57:11,2762200,1,1,Almoxarifado,"Java Printing",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,730kb,
2017-07-19 08:57:16,2762200,1,1,Almoxarifado,"Java Printing",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,733kb,
2017-07-19 08:57:20,2762200,1,1,Almoxarifado,"Java Printing",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,733kb,
2017-07-19 08:57:25,2762200,1,1,Almoxarifado,"Java Printing",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,733kb,
2017-07-19 09:10:09,2178394,1,1,Biblioteca,"http://consulta.tesouro.fazenda.gov.br/gru_novosite/gerarHTML.asp",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1369kb,
2017-07-19 09:10:52,2762200,1,1,Almoxarifado,"Java Printing",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,737kb,
2017-07-19 09:37:32,2762200,2,1,Almoxarifado,"[bb.com.br]",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1391kb,
2017-07-19 09:39:00,2762200,1,1,Almoxarifado,"Java Printing",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,751kb,
2017-07-19 09:39:06,2762200,1,1,Almoxarifado,"Java Printing",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,729kb,
2017-07-19 09:39:12,2762200,1,1,Almoxarifado,"Java Printing",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,752kb,
2017-07-19 10:05:17,2762200,1,1,Almoxarifado,"Java Printing",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,740kb,
2017-07-19 10:08:41,2762200,2,1,Almoxarifado,"Relatórios 80 colunas - B",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1774kb,
2017-07-19 10:15:24,2405883,1,1,Almoxarifado,"gerenciarInscricoes.xhtml",CAPAU-251006,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,907kb,
2017-07-19 10:34:17,2151655,1,1,Almoxarifado,"(anonymous)",CAPAU-251027,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,784kb,
2017-07-19 10:34:29,2151655,1,1,Almoxarifado,"(anonymous)",CAPAU-251027,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,946kb,
2017-07-19 10:49:50,2762200,3,1,Almoxarifado,"Histórico do Aluno - Enap - Escola Nacional de Administração Pública",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,2166kb,
2017-07-19 10:55:58,2160484,1,1,Gabinete,"FORMULARIO EMAIL CONTA DOMINIO.pdf",CAPAU-251024,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,937kb,
2017-07-19 10:56:37,2160484,1,1,Gabinete,"FORMULARIO EMAIL CONTA DOMINIO.pdf",CAPAU-251024,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,937kb,
2017-07-19 11:13:06,2762200,1,1,Almoxarifado,"Relatórios 80 colunas - B",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,964kb,
2017-07-19 11:30:49,2151655,1,1,Almoxarifado,"Histórico do Aluno - Enap - Escola Nacional de Administração Pública",CAPAU-251027,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,722kb,
2017-07-19 11:37:39,2178304,3,1,Almoxarifado,"Atualização de dados - Enap - Escola Nacional de Administração Pública",CAPAU-251028,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,2144kb,
2017-07-19 11:46:54,2178394,1,1,Biblioteca,"http://consulta.tesouro.fazenda.gov.br/gru_novosite/gerarHTML.asp",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1370kb,
2017-07-19 11:47:40,2178394,1,1,Biblioteca,"http://consulta.tesouro.fazenda.gov.br/gru_novosite/gerarHTML.asp",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1370kb,
2017-07-19 11:48:18,2178394,1,1,Biblioteca,"http://consulta.tesouro.fazenda.gov.br/gru_novosite/gerarHTML.asp",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1370kb,
2017-07-19 11:48:36,2178394,1,1,Biblioteca,"http://consulta.tesouro.fazenda.gov.br/gru_novosite/gerarHTML.asp",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1370kb,
2017-07-19 11:48:53,2178394,1,1,Biblioteca,"http://consulta.tesouro.fazenda.gov.br/gru_novosite/gerarHTML.asp",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1370kb,
2017-07-19 11:49:18,2178394,1,1,Biblioteca,"http://consulta.tesouro.fazenda.gov.br/gru_novosite/gerarHTML.asp",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1370kb,
2017-07-19 11:49:37,2178394,1,1,Biblioteca,"http://consulta.tesouro.fazenda.gov.br/gru_novosite/gerarHTML.asp",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1370kb,
2017-07-19 11:50:05,2178394,1,1,Biblioteca,"http://consulta.tesouro.fazenda.gov.br/gru_novosite/gerarHTML.asp",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1370kb,
2017-07-19 11:50:43,2178394,1,1,Biblioteca,"http://consulta.tesouro.fazenda.gov.br/gru_novosite/gerarHTML.asp",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1370kb,
2017-07-19 11:51:08,2178394,1,1,Biblioteca,"http://consulta.tesouro.fazenda.gov.br/gru_novosite/gerarHTML.asp",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1370kb,
2017-07-19 11:54:54,2178394,1,1,Biblioteca,"http://consulta.tesouro.fazenda.gov.br/gru_novosite/gerarHTML.asp",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1370kb,
2017-07-19 14:17:34,2152058,1,17,Pedagogico,"Microsoft Word - Avaliação 3º Ano de Informática Recuperação 1º Bimestre",CAPAU-251018,A4,ZJSTREAM,,,NOT DUPLEX,GRAYSCALE,81kb,
2017-07-19 14:21:48,2152058,1,17,Pedagogico,"Microsoft Word - Avaliação 3º Ano de Informática Recuperação 1º Bimestre",CAPAU-251018,A4,ZJSTREAM,,,NOT DUPLEX,GRAYSCALE,52kb,
2017-07-19 14:24:04,2152058,1,17,Pedagogico,"Microsoft Word - Avaliação 3º Ano de Informática Recuperação 1º Bimestre",CAPAU-251018,A4,ZJSTREAM,,,NOT DUPLEX,GRAYSCALE,32kb,
2017-07-19 15:14:31,1060949,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111255,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,695kb,
2017-07-19 15:15:15,1060949,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111255,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,695kb,
2017-07-19 15:15:32,2178394,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,695kb,
2017-07-19 15:15:56,2178394,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,695kb,
2017-07-19 15:16:21,2178394,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,695kb,
2017-07-19 15:16:54,2178394,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,695kb,
2017-07-19 15:17:29,2178394,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,695kb,
2017-07-19 15:18:04,2178394,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,695kb,
2017-07-19 15:18:43,2178394,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,695kb,
2017-07-19 15:18:55,2178394,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,695kb,
2017-07-19 15:19:17,1060949,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111255,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,693kb,
2017-07-19 15:37:38,2152058,1,18,Pedagogico,"Microsoft Word - Prova Mensal_1° Bimestre",CAPAU-251018,A4,ZJSTREAM,,,NOT DUPLEX,GRAYSCALE,188kb,
2017-07-19 16:25:59,2156915,1,1,Biblioteca,"Os Mosqueteiros: Cupom de Desconto",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1025kb,
2017-07-19 16:30:44,2151655,1,1,Almoxarifado,"Req. Agostinho 52.pdf",CAPAU-251027,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,689kb,
2017-07-19 16:31:14,2151655,1,1,Almoxarifado,"Req. William 41.pdf",CAPAU-251027,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,688kb,
2017-07-19 16:36:58,2178304,1,1,DAP,"capa_23178.000215_2017-51.pdf",CAPAU-251028,A4,PCL5,,,NOT DUPLEX,NOT GRAYSCALE,76kb,
2017-07-19 16:37:03,2178304,1,1,DAP,"capa_23178.000215_2017-51.pdf",CAPAU-251028,A4,PCL5,,,DUPLEX,NOT GRAYSCALE,59kb,
2017-07-19 16:38:07,2178304,1,1,DAP,"Microsoft Word - Geral",CAPAU-251028,A4,PCL5,,,NOT DUPLEX,NOT GRAYSCALE,70kb,
2017-07-19 16:38:31,2901498,1,1,Pedagogico,"Microsoft Word - Documento1",CAPAU-251022,A4,ZJSTREAM,,,NOT DUPLEX,GRAYSCALE,1kb,
2017-07-19 16:49:16,2762200,1,1,Almoxarifado,"ADE.pdf",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1179kb,
2017-07-19 16:49:47,2762200,5,1,Almoxarifado,"ADE2.pdf",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,5416kb,
2017-07-19 16:50:17,2762200,6,1,Almoxarifado,"ADE4.pdf",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,6418kb,
2017-07-19 16:50:40,2762200,1,1,Almoxarifado,"ADE3.pdf",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1175kb,
2017-07-19 17:13:28,2264079,1,1,DAP,"Microsoft Word - Demanda - Eventos",CAPAU-250998,A4,PCL5,,,NOT DUPLEX,NOT GRAYSCALE,42kb,
2017-07-19 17:19:06,2264079,1,1,DAP,"Instituto Federal do Piauí - Imprimir M...do - Solicitação de Compras ou Serviço",CAPAU-250998,A4,PCL5,,,NOT DUPLEX,NOT GRAYSCALE,143kb,
2017-07-19 17:19:11,2264079,1,1,DAP,"Instituto Federal do Piauí - Imprimir Anexo - Solicitação de Compras ou Serviço",CAPAU-250998,A4,PCL5,,,NOT DUPLEX,NOT GRAYSCALE,175kb,
2017-07-19 17:20:33,2264079,1,1,DAP,"certidao_20910555000188.pdf",CAPAU-250998,A4,PCL5,,,NOT DUPLEX,NOT GRAYSCALE,214kb,
2017-07-19 17:21:10,2264079,1,1,DAP,"Documento sem título",CAPAU-250998,A4,PCL5,,,NOT DUPLEX,NOT GRAYSCALE,161kb,
2017-07-19 17:22:27,2264079,1,1,DAP,"https://www.sifge.caixa.gov.br/Empresa/...=&VARCoNumRegul=2017070908284422504679",CAPAU-250998,A4,PCL5,,,NOT DUPLEX,NOT GRAYSCALE,168kb,
2017-07-19 17:23:12,2264079,1,1,DAP,"Portal da Transparência - Cadastro de Empresas Inidôneas e Suspensas",CAPAU-250998,A4,PCL5,,,NOT DUPLEX,NOT GRAYSCALE,110kb,
2017-07-19 17:24:00,2264079,1,1,DAP,"certidaoNegativa (16).pdf",CAPAU-250998,A4,PCL5,,,NOT DUPLEX,NOT GRAYSCALE,121kb,
2017-07-19 17:24:26,2264079,1,1,DAP,"https://contas.tcu.gov.br/certidao/Web/...kUoloP7FR1bRgXoB.host1a10:ce03-arqref7",CAPAU-250998,A4,PCL5,,,NOT DUPLEX,NOT GRAYSCALE,153kb,
2017-07-19 17:30:28,2264079,1,1,DAP,"(anonymous)",CAPAU-250998,A4,PCL5,,,NOT DUPLEX,NOT GRAYSCALE,68kb,
2017-07-19 17:30:46,2264079,1,1,DAP,"capa_23178.000216-2017-11.pdf",CAPAU-250998,A4,PCL5,,,DUPLEX,NOT GRAYSCALE,60kb,
2017-07-19 17:42:24,2152058,1,1,Pedagogico,"Microsoft Word - memorando de pagamento AGOSTO - Copia",CAPAU-251018,A4,ZJSTREAM,,,NOT DUPLEX,GRAYSCALE,97kb,
2017-07-19 17:43:07,2152058,1,1,Pedagogico,"Microsoft Word - memorando de pagamento AGOSTO - Copia",CAPAU-251018,A4,ZJSTREAM,,,NOT DUPLEX,GRAYSCALE,97kb,
2017-07-19 17:51:26,2264079,1,1,DAP,"SIASGnet-DC - Encerrar Dispensa",CAPAU-250998,A4,PCL5,,,NOT DUPLEX,NOT GRAYSCALE,131kb,
2017-07-19 17:53:46,2152058,1,1,Pedagogico,"Microsoft Word - memorando de pagamento AGOSTO - Copia",CAPAU-251018,A4,ZJSTREAM,,,NOT DUPLEX,GRAYSCALE,97kb,
2017-07-19 19:52:39,2160484,1,1,Gabinete,"FaturaHipercard-06-2017.pdf",CAPAU-251024,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1516kb,
2017-07-19 19:59:18,2160484,1,2,Coord_Cursos,"Contrato pós-grduação MBA Profissional com desconto pelo Educa+Brasil (2).pdf",CAPAU-251024,A4,ZJSTREAM,,,NOT DUPLEX,GRAYSCALE,58kb,
2017-07-19 20:01:05,2160484,1,2,Pedagogico,"Contrato pós-grduação MBA Profissional com desconto pelo Educa+Brasil (2).pdf",CAPAU-251024,A4,ZJSTREAM,,,NOT DUPLEX,GRAYSCALE,58kb,
2017-07-19 20:04:24,2160484,2,1,Gabinete,"Contrato pós-grduação MBA Profissional com desconto pelo Educa+Brasil (2).pdf",CAPAU-251024,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1929kb,
2017-07-20 07:16:15,2152058,1,1,Pedagogico,"Microsoft Word - memorando de pagamento JULHO - Copia",CAPAU-251018,A4,ZJSTREAM,,,NOT DUPLEX,GRAYSCALE,97kb,
2017-07-20 08:17:50,2178304,2,1,Almoxarifado,"ACFrOgA_mTmkDvIFTOdfQbyD4bVkZpTadYn8KTtADJDXEddo2fjl2-sxSeyItIQXE1ZTa7cZE7MdEmUYnUMQ7mDpiqGRdcW6mgHbG1knKexU1HZI-xtpAwhGzMxDLI4=",CAPAU-251028,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1442kb,
2017-07-20 09:12:05,2762200,1,1,Almoxarifado,"Relatórios 80 colunas - B",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1016kb,
2017-07-20 09:15:44,2762200,8,1,Almoxarifado,"Relatórios 80 colunas - B",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,6504kb,
2017-07-20 09:44:20,2178394,1,1,Biblioteca,"http://consulta.tesouro.fazenda.gov.br/gru_novosite/gerarHTML.asp",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1372kb,
2017-07-20 09:45:18,2178394,1,1,Biblioteca,"http://consulta.tesouro.fazenda.gov.br/gru_novosite/gerarHTML.asp",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1372kb,
2017-07-20 09:46:02,2178394,1,1,Biblioteca,"http://consulta.tesouro.fazenda.gov.br/gru_novosite/gerarHTML.asp",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1372kb,
2017-07-20 09:46:40,2178394,1,1,Biblioteca,"http://consulta.tesouro.fazenda.gov.br/gru_novosite/gerarHTML.asp",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1372kb,
2017-07-20 09:47:14,2178394,1,1,Biblioteca,"http://consulta.tesouro.fazenda.gov.br/gru_novosite/gerarHTML.asp",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1372kb,
2017-07-20 09:47:28,2178394,1,1,Biblioteca,"http://consulta.tesouro.fazenda.gov.br/gru_novosite/gerarHTML.asp",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1372kb,
2017-07-20 09:47:55,2178394,1,1,Biblioteca,"http://consulta.tesouro.fazenda.gov.br/gru_novosite/gerarHTML.asp",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1372kb,
2017-07-20 09:52:49,2178394,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,697kb,
2017-07-20 09:54:44,2178394,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,697kb,
2017-07-20 09:56:24,2178394,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,697kb,
2017-07-20 09:56:47,2178394,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,697kb,
2017-07-20 09:57:20,2178394,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,697kb,
2017-07-20 09:57:39,2178394,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,697kb,
2017-07-20 09:57:52,2178394,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,697kb,
2017-07-20 09:57:56,2178394,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,697kb,
2017-07-20 10:02:23,2178394,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,697kb,
2017-07-20 10:08:11,2152058,1,1,Pedagogico,"edital_de_abertura_n_01_2017.pdf",CAPAU-251018,A4,ZJSTREAM,,,NOT DUPLEX,GRAYSCALE,347kb,
2017-07-20 10:14:15,2178394,1,1,Biblioteca,"ACFrOgDu9V0vKDCYqyJo34re8ZSsKpn43wLrnb6tXpvp22TeuGI5Mcay10ebBTmmoj9ZhRaGrJ5Awhxm_XRBFrfOo2HSNENeZtIMbeHbopMBV-oFajn7kbQnY4THBtA=",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,782kb,
2017-07-20 10:27:10,2178394,1,1,Biblioteca,"Microsoft Word - RESUMO-PROJETO",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,945kb,
2017-07-20 10:29:31,2178394,1,1,Biblioteca,"RelatoriosExibeResultadoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,703kb,
2017-07-20 10:33:22,2152058,1,1,Pedagogico,"edital_de_abertura_n_01_2017.pdf",CAPAU-251018,A4,ZJSTREAM,,,NOT DUPLEX,GRAYSCALE,347kb,
2017-07-20 10:37:12,2901498,11,1,Pedagogico,"Microsoft Word - letreiro mensagem",CAPAU-251022,A4,ZJSTREAM,,,NOT DUPLEX,GRAYSCALE,35kb,
2017-07-20 10:42:56,2262150,1,1,Controle Academico,"Microsoft Word - Documento1",CAPAU-251019,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,131kb,
2017-07-20 11:34:33,2762200,1,1,Almoxarifado,"certidao_69345023372.pdf",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1043kb,
2017-07-20 13:01:44,2891643,1,1,Saude,"Microsoft Word - Requisição Nº 21 - Master Frios",CAPAU-250999,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,900kb,
2017-07-20 13:34:13,2891643,2,1,Saude,"Lojas especializadas e de suvenir em Ar... e de suvenir em Aracaju - TripAdvisor",CAPAU-250999,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,2641kb,
2017-07-20 13:41:54,2891643,3,1,Saude,"2017: O que fazer em Aracaju - Os 10 melhores pontos turísticos - TripAdvisor",CAPAU-250999,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,7731kb,
2017-07-20 14:14:15,2891643,1,1,Saude,"Administre suas reservas - Booking.com",CAPAU-250999,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1446kb,
2017-07-20 14:23:40,2891643,1,1,Saude,"Administre suas reservas - Booking.com",CAPAU-250999,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1383kb,
2017-07-20 14:53:14,2891643,1,1,Saude,"Microsoft Word - Material de limpeza- gasto mensal",CAPAU-250999,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1102kb,
